Posicion_X_nm,Posicion_Y_nm,Posicion_Z_nm,Fuerza_X_N,Fuerza_Y_N,Fuerza_Z_N,Fuerza_Magnitud_N
-130,60,0,1.35147770433141e-12,-6.23758940460649e-13,1.54732369901473e-15,1.48847895360334e-12
-130,70,0,1.04206230663778e-12,-5.6111047280496e-13,1.1930663918768e-15,1.18352872251335e-12
-130,80,0,7.71981290447296e-13,-4.75065409506028e-13,8.83845321585385e-16,9.06445275398551e-13
-130,90,0,5.49475225967217e-13,-3.80405925669612e-13,6.29094869817105e-16,6.68305385281784e-13
-130,100,0,3.75766174421847e-13,-2.89050903401421e-13,4.30213704201435e-16,4.74078925581637e-13
-130,110,0,2.46896796361743e-13,-2.08912673844552e-13,2.82670546186448e-16,3.2342327258441e-13
-130,120,0,1.55862419718586e-13,-1.43873002817156e-13,1.78445292874047e-16,2.12114513088757e-13
-130,130,0,9.45356360243674e-14,-9.45356360243674e-14,1.08232541209535e-16,1.33693622403413e-13
-130,140,0,5.50906448038587e-14,-5.93283867118478e-14,6.30723242398707e-17,8.0961970040591e-14
-130,150,0,3.08452521622675e-14,-3.55906755718472e-14,3.53140913174001e-17,4.70969958245682e-14
-130,160,0,1.65930780616841e-14,-2.04222499220728e-14,1.89970189929146e-17,2.6313473589161e-14
-130,170,0,8.57617726230328e-15,-1.12150010353197e-14,9.81863461785773e-18,1.41183271339863e-14
-130,180,0,4.25881429818918e-15,-5.89681979749271e-15,4.87578965452925e-18,7.27392649975839e-15
-130,190,0,2.03194440555068e-15,-2.96976490042023e-15,2.32630709333145e-18,3.59837561167833e-15
-130,200,0,9.31457630464962e-16,-1.43301173917686e-15,1.06639315572626e-18,1.70913343515492e-15
-130,210,0,4.10244300465256e-16,-6.62702331520798e-16,4.69673301931007e-19,7.79406817304249e-16
-130,220,0,1.73600182743367e-16,-2.93784924642622e-16,1.98747932454491e-19,3.41242794644139e-16
-130,230,0,7.05807019473468e-17,-1.24873549599152e-16,8.08048792723237e-20,1.43440041154137e-16
-130,240,0,2.75708366102332e-17,-5.09000060496613e-17,3.1564635076626e-20,5.78874998904765e-17
-130,250,0,1.03476586718646e-17,-1.98993435997396e-17,1.18465578754839e-20,2.24289557498971e-17
-120,-250,0,1.5748052699187e-17,3.28084431233063e-17,1.95316719538628e-20,3.63922448535097e-17
-120,-240,0,4.19599219435442e-17,8.39198438870885e-17,5.20412852526556e-20,9.38252522290081e-17
-120,-230,0,1.07416415957732e-16,2.05881463918986e-16,1.33224723232491e-19,2.32218606815768e-16
-120,-220,0,2.64201217214907e-16,4.84368898227329e-16,3.27679943745081e-19,5.51738724508204e-16
-120,-210,0,6.24348593128774e-16,1.09261003797535e-15,7.74360363172978e-19,1.25841505889764e-15
-120,-200,0,1.4175801517927e-15,2.36263358632116e-15,1.75818507877368e-18,2.75528111835873e-15
-120,-190,0,3.09240430722143e-15,4.89630681976726e-15,3.8354319869538e-18,5.79109657864204e-15
-120,-180,0,6.48146336653063e-15,9.72219504979594e-15,8.03881811487778e-18,1.1684627019317e-14
-120,-170,0,1.30520288162099e-14,1.84903741562974e-14,1.61881917436875e-17,2.2632932967616e-14
-120,-160,0,2.52528922719201e-14,3.36705230292268e-14,3.13207892935008e-17,4.20881654405456e-14
-120,-150,0,4.69431657997735e-14,5.86789572497169e-14,5.82230935104257e-17,7.5145753234283e-14
-120,-140,0,8.38420268071887e-14,9.78156979417201e-14,1.03988682566742e-16,1.28830924224773e-13
-120,-130,0,1.43873002817156e-13,1.55862419718586e-13,1.78445292874047e-16,2.12114513088757e-13
-120,-120,0,2.37205631924342e-13,2.37205631924342e-13,2.94206550017698e-16,3.3545955075202e-13
-120,-110,0,3.75749870283508e-13,3.44437381093216e-13,4.66044942097942e-16,5.0973060699777e-13
-120,-100,0,5.71874653500217e-13,4.7656221125018e-13,7.093024850635e-16,7.44414309116684e-13
-120,-90,0,8.36240196805811e-13,6.27180147604358e-13,1.03720209315567e-15,1.04530076059048e-12
-120,-80,0,1.17486897921906e-12,7.8324598614604e-13,1.45721458170647e-15,1.41201753410482e-12
-120,-70,0,1.58590099822202e-12,9.25108915629514e-13,1.96703393764457e-15,1.83600445292525e-12
-120,-60,0,2.05679490036523e-12,1.02839745018262e-12,2.55110549522379e-15,2.29956802157488e-12
-120,-50,0,2.56291515754933e-12,1.06788131564555e-12,3.17887319487188e-15,2.77649324046283e-12
-120,-40,0,3.0683567815463e-12,1.02278559384877e-12,3.80580218406304e-15,3.23433427369157e-12
-120,-30,0,3.52944101713247e-12,8.82360254283117e-13,4.37771453596127e-15,3.63806716212609e-12
-120,-20,0,3.90062770655978e-12,6.50104617759964e-13,4.83812279278138e-15,3.95443496932834e-12
-120,-10,0,4.14182383799515e-12,3.45151986499596e-13,5.13729559804935e-15,4.15618346449907e-12
-120,0,0,4.2254924192831e-12,0,5.24107585324349e-15,4.22549566965759e-12
-120,10,0,4.14182383799515e-12,-3.45151986499596e-13,5.13729559804935e-15,4.15618346449907e-12
-120,20,0,3.90062770655978e-12,-6.50104617759964e-13,4.83812279278138e-15,3.95443496932834e-12
-120,30,0,3.52944101713247e-12,-8.82360254283117e-13,4.37771453596127e-15,3.63806716212609e-12
-120,40,0,3.0683567815463e-12,-1.02278559384877e-12,3.80580218406304e-15,3.23433427369157e-12
-120,50,0,2.56291515754933e-12,-1.06788131564555e-12,3.17887319487188e-15,2.77649324046283e-12
-120,60,0,2.05679490036523e-12,-1.02839745018262e-12,2.55110549522379e-15,2.29956802157488e-12
-120,70,0,1.58590099822202e-12,-9.25108915629514e-13,1.96703393764457e-15,1.83600445292525e-12
-120,80,0,1.17486897921906e-12,-7.8324598614604e-13,1.45721458170647e-15,1.41201753410482e-12
-120,90,0,8.36240196805811e-13,-6.27180147604358e-13,1.03720209315567e-15,1.04530076059048e-12
-120,100,0,5.71874653500217e-13,-4.7656221125018e-13,7.093024850635e-16,7.44414309116684e-13
-120,110,0,3.75749870283508e-13,-3.44437381093216e-13,4.66044942097942e-16,5.0973060699777e-13
-120,120,0,2.37205631924342e-13,-2.37205631924342e-13,2.94206550017698e-16,3.3545955075202e-13
-120,130,0,1.43873002817156e-13,-1.55862419718586e-13,1.78445292874047e-16,2.12114513088757e-13
-120,140,0,8.38420268071887e-14,-9.78156979417201e-14,1.03988682566742e-16,1.28830924224773e-13
-120,150,0,4.69431657997735e-14,-5.86789572497169e-14,5.82230935104257e-17,7.5145753234283e-14
-120,160,0,2.52528922719201e-14,-3.36705230292268e-14,3.13207892935008e-17,4.20881654405456e-14
-120,170,0,1.30520288162099e-14,-1.84903741562974e-14,1.61881917436875e-17,2.2632932967616e-14
-120,180,0,6.48146336653063e-15,-9.72219504979594e-15,8.03881811487778e-18,1.1684627019317e-14
-120,190,0,3.09240430722143e-15,-4.89630681976726e-15,3.8354319869538e-18,5.79109657864204e-15
-120,200,0,1.4175801517927e-15,-2.36263358632116e-15,1.75818507877368e-18,2.75528111835873e-15
-120,210,0,6.24348593128774e-16,-1.09261003797535e-15,7.74360363172978e-19,1.25841505889764e-15
-120,220,0,2.64201217214907e-16,-4.84368898227329e-16,3.27679943745081e-19,5.51738724508204e-16
-120,230,0,1.07416415957732e-16,-2.05881463918986e-16,1.33224723232491e-19,2.32218606815768e-16
-120,240,0,4.19599219435442e-17,-8.39198438870885e-17,5.20412852526556e-20,9.38252522290081e-17
-120,250,0,1.5748052699187e-17,-3.28084431233063e-17,1.95316719538628e-20,3.63922448535097e-17
-110,-250,0,2.28672217698769e-17,5.19709585679021e-17,3.09396134255223e-20,5.67793212639867e-17
-110,-240,0,6.09285970597306e-17,1.32935120857594e-16,8.24372461143209e-20,1.4623285230409e-16
-110,-230,0,1.55975763964915e-16,3.26131142835731e-16,2.11037818230483e-19,3.6151072710051e-16
-110,-220,0,3.83637656358136e-16,7.67275312716273e-16,5.19069274290623e-19,8.57840035386977e-16
-110,-210,0,9.06595370177405e-16,1.73077297942959e-15,1.22664410631235e-18,1.95384026373868e-15
-110,-200,0,2.05841965209892e-15,3.74258118563441e-15,2.78509524408921e-18,4.27130110762133e-15
-110,-190,0,4.49037376675026e-15,7.75610014256863e-15,6.07560803174613e-18,8.96217512101192e-15
-110,-180,0,9.41150785605565e-15,1.54006492190002e-14,1.27340826458748e-17,1.8048729557732e-14
-110,-170,0,1.89523935208687e-14,2.92900627140699e-14,2.56432934052684e-17,3.48869839846111e-14
-110,-160,0,3.66688302124804e-14,5.33364803090624e-14,4.96144475093131e-17,6.47254640964753e-14
-110,-150,0,6.81644876926995e-14,9.29515741264084e-14,9.22296877557424e-17,1.15266651817864e-13
-110,-140,0,1.21743958801928e-13,1.54946856656999e-13,1.64725766787789e-16,1.97053665348372e-13
-110,-130,0,2.08912673844552e-13,2.46896796361743e-13,2.82670546186448e-16,3.2342327258441e-13
-110,-120,0,3.44437381093216e-13,3.75749870283508e-13,4.66044942097942e-16,5.0973060699777e-13
-110,-110,0,5.45611978062956e-13,5.45611978062956e-13,7.38249668615519e-16,7.71612212334743e-13
-110,-100,0,8.30396765788746e-13,7.54906150717042e-13,1.12358761408091e-15,1.12224923589725e-12
-110,-90,0,1.21427080468213e-12,9.93494294739924e-13,1.64300485294957e-15,1.56891274462575e-12
-110,-80,0,1.70597881321865e-12,1.24071186415902e-12,2.30833570943567e-15,2.1094394917678e-12
-110,-70,0,2.30281964405942e-12,1.46543068258327e-12,3.11592728822382e-15,2.72955584436832e-12
-110,-60,0,2.98658224607299e-12,1.62904486149436e-12,4.04113984796027e-15,3.40198133506503e-12
-110,-50,0,3.72149428986454e-12,1.69158831357479e-12,5.03557032959261e-15,4.0879109737231e-12
-110,-40,0,4.45541984004322e-12,1.62015266910663e-12,6.02867223180921e-15,4.74085403352107e-12
-110,-30,0,5.12493538887911e-12,1.39770965151249e-12,6.93462371014819e-15,5.31211851327911e-12
-110,-20,0,5.66391490600551e-12,1.02980271018282e-12,7.66394445225359e-15,5.75677725992728e-12
-110,-10,0,6.01414205933385e-12,5.46740187212168e-13,8.1378563100964e-15,6.03894823349782e-12
-110,0,0,6.13563237848021e-12,0,8.30225191250552e-15,6.1356379954526e-12
-110,10,0,6.01414205933385e-12,-5.46740187212168e-13,8.1378563100964e-15,6.03894823349782e-12
-110,20,0,5.66391490600551e-12,-1.02980271018282e-12,7.66394445225359e-15,5.75677725992728e-12
-110,30,0,5.12493538887911e-12,-1.39770965151249e-12,6.93462371014819e-15,5.31211851327911e-12
-110,40,0,4.45541984004322e-12,-1.62015266910663e-12,6.02867223180921e-15,4.74085403352107e-12
-110,50,0,3.72149428986454e-12,-1.69158831357479e-12,5.03557032959261e-15,4.0879109737231e-12
-110,60,0,2.98658224607299e-12,-1.62904486149436e-12,4.04113984796027e-15,3.40198133506503e-12
-110,70,0,2.30281964405942e-12,-1.46543068258327e-12,3.11592728822382e-15,2.72955584436832e-12
-110,80,0,1.70597881321865e-12,-1.24071186415902e-12,2.30833570943567e-15,2.1094394917678e-12
-110,90,0,1.21427080468213e-12,-9.93494294739924e-13,1.64300485294957e-15,1.56891274462575e-12
-110,100,0,8.30396765788746e-13,-7.54906150717042e-13,1.12358761408091e-15,1.12224923589725e-12
-110,110,0,5.45611978062956e-13,-5.45611978062956e-13,7.38249668615519e-16,7.71612212334743e-13
-110,120,0,3.44437381093216e-13,-3.75749870283508e-13,4.66044942097942e-16,5.0973060699777e-13
-110,130,0,2.08912673844552e-13,-2.46896796361743e-13,2.82670546186448e-16,3.2342327258441e-13
-110,140,0,1.21743958801928e-13,-1.54946856656999e-13,1.64725766787789e-16,1.97053665348372e-13
-110,150,0,6.81644876926995e-14,-9.29515741264084e-14,9.22296877557424e-17,1.15266651817864e-13
-110,160,0,3.66688302124804e-14,-5.33364803090624e-14,4.96144475093131e-17,6.47254640964753e-14
-110,170,0,1.89523935208687e-14,-2.92900627140699e-14,2.56432934052684e-17,3.48869839846111e-14
-110,180,0,9.41150785605565e-15,-1.54006492190002e-14,1.27340826458748e-17,1.8048729557732e-14
-110,190,0,4.49037376675026e-15,-7.75610014256863e-15,6.07560803174613e-18,8.96217512101192e-15
-110,200,0,2.05841965209892e-15,-3.74258118563441e-15,2.78509524408921e-18,4.27130110762133e-15
-110,210,0,9.06595370177405e-16,-1.73077297942959e-15,1.22664410631235e-18,1.95384026373868e-15
-110,220,0,3.83637656358136e-16,-7.67275312716273e-16,5.19069274290623e-19,8.57840035386977e-16
-110,230,0,1.55975763964915e-16,-3.26131142835731e-16,2.11037818230483e-19,3.6151072710051e-16
-110,240,0,6.09285970597306e-17,-1.32935120857594e-16,8.24372461143209e-20,1.4623285230409e-16
-110,250,0,2.28672217698769e-17,-5.19709585679021e-17,3.09396134255223e-20,5.67793212639867e-17
-100,-250,0,3.16390955888448e-17,7.90977389721121e-17,4.70889021792977e-20,8.51908850614028e-17
-100,-240,0,8.43008198049734e-17,2.02321967531936e-16,1.25466319336954e-19,2.1918216740324e-16
-100,-230,0,2.15808079025805e-16,4.9635858175935e-16,3.21191446128175e-19,5.41244003960235e-16
-100,-220,0,5.30801031508865e-16,1.1677622693195e-15,7.90003480172651e-19,1.2827388965813e-15
-100,-210,0,1.25436512240198e-15,2.63416675704417e-15,1.86690517223247e-18,2.91757945042634e-15
-100,-200,0,2.84802848195091e-15,5.69605696390182e-15,4.23880789023796e-18,6.36838669817642e-15
-100,-190,0,6.21287800769857e-15,1.18044682146273e-14,9.24684185132151e-18,1.33396180032554e-14
-100,-180,0,1.30217531025745e-14,2.34391555846341e-14,1.93807842330849e-17,2.68134377504991e-14
-100,-170,0,2.62225071351628e-14,4.45782621297767e-14,3.90281067222557e-17,5.17188829941044e-14
-100,-160,0,5.07349322779314e-14,8.11758916446903e-14,7.55112817124141e-17,9.57265085517614e-14
-100,-150,0,9.43122415809653e-14,1.41468362371448e-13,1.40370039050921e-16,1.70023869406132e-13
-100,-140,0,1.68444622629479e-13,2.35822471681271e-13,2.50706284270773e-16,2.89803195110565e-13
-100,-130,0,2.89050903401421e-13,3.75766174421847e-13,4.30213704201435e-16,4.74078925581637e-13
-100,-120,0,4.7656221125018e-13,5.71874653500217e-13,7.093024850635e-16,7.44414309116684e-13
-100,-110,0,7.54906150717042e-13,8.30396765788746e-13,1.12358761408091e-15,1.12224923589725e-12
-100,-100,0,1.1489322510827e-12,1.1489322510827e-12,1.71005715300028e-15,1.62483647160304e-12
-100,-90,0,1.68005687608501e-12,1.51205118847651e-12,2.50059022188394e-15,2.26028674207615e-12
-100,-80,0,2.36037865934143e-12,1.88830292747315e-12,3.51319820722259e-15,3.02276160223392e-12
-100,-70,0,3.1861597295056e-12,2.23031181065392e-12,4.7423215427795e-15,3.88920648516881e-12
-100,-60,0,4.13220288184238e-12,2.47932172910543e-12,6.15045948947385e-15,4.8189391697004e-12
-100,-50,0,5.14901355091411e-12,2.57450677545705e-12,7.6639444522536e-15,5.75677725992729e-12
-100,-40,0,6.1644571843006e-12,2.46578287372024e-12,9.17540736823899e-15,6.63932991690485e-12
-100,-30,0,7.09078260703924e-12,2.12723478211177e-12,1.05542306895268e-14,7.40300190397799e-12
-100,-20,0,7.83650018245466e-12,1.56730003649093e-12,1.16642288207265e-14,7.99170198194542e-12
-100,-10,0,8.32106438561724e-12,8.32106438561724e-13,1.2385504449115e-14,8.36257538294298e-12
-100,0,0,8.48915476579396e-12,0,1.26357082358945e-14,8.48916416961794e-12
-100,10,0,8.32106438561724e-12,-8.32106438561724e-13,1.2385504449115e-14,8.36257538294298e-12
-100,20,0,7.83650018245466e-12,-1.56730003649093e-12,1.16642288207265e-14,7.99170198194542e-12
-100,30,0,7.09078260703924e-12,-2.12723478211177e-12,1.05542306895268e-14,7.40300190397799e-12
-100,40,0,6.1644571843006e-12,-2.46578287372024e-12,9.17540736823899e-15,6.63932991690485e-12
-100,50,0,5.14901355091411e-12,-2.57450677545705e-12,7.6639444522536e-15,5.75677725992729e-12
-100,60,0,4.13220288184238e-12,-2.47932172910543e-12,6.15045948947385e-15,4.8189391697004e-12
-100,70,0,3.1861597295056e-12,-2.23031181065392e-12,4.7423215427795e-15,3.88920648516881e-12
-100,80,0,2.36037865934143e-12,-1.88830292747315e-12,3.51319820722259e-15,3.02276160223392e-12
-100,90,0,1.68005687608501e-12,-1.51205118847651e-12,2.50059022188394e-15,2.26028674207615e-12
-100,100,0,1.1489322510827e-12,-1.1489322510827e-12,1.71005715300028e-15,1.62483647160304e-12
-100,110,0,7.54906150717042e-13,-8.30396765788746e-13,1.12358761408091e-15,1.12224923589725e-12
-100,120,0,4.7656221125018e-13,-5.71874653500217e-13,7.093024850635e-16,7.44414309116684e-13
-100,130,0,2.89050903401421e-13,-3.75766174421847e-13,4.30213704201435e-16,4.74078925581637e-13
-100,140,0,1.68444622629479e-13,-2.35822471681271e-13,2.50706284270773e-16,2.89803195110565e-13
-100,150,0,9.43122415809653e-14,-1.41468362371448e-13,1.40370039050921e-16,1.70023869406132e-13
-100,160,0,5.07349322779314e-14,-8.11758916446903e-14,7.55112817124141e-17,9.57265085517614e-14
-100,170,0,2.62225071351628e-14,-4.45782621297767e-14,3.90281067222557e-17,5.17188829941044e-14
-100,180,0,1.30217531025745e-14,-2.34391555846341e-14,1.93807842330849e-17,2.68134377504991e-14
-100,190,0,6.21287800769857e-15,-1.18044682146273e-14,9.24684185132151e-18,1.33396180032554e-14
-100,200,0,2.84802848195091e-15,-5.69605696390182e-15,4.23880789023796e-18,6.36838669817642e-15
-100,210,0,1.25436512240198e-15,-2.63416675704417e-15,1.86690517223247e-18,2.91757945042634e-15
-100,220,0,5.30801031508865e-16,-1.1677622693195e-15,7.90003480172651e-19,1.2827388965813e-15
-100,230,0,2.15808079025805e-16,-4.9635858175935e-16,3.21191446128175e-19,5.41244003960235e-16
-100,240,0,8.43008198049734e-17,-2.02321967531936e-16,1.25466319336954e-19,2.1918216740324e-16
-100,250,0,3.16390955888448e-17,-7.90977389721121e-17,4.70889021792977e-20,8.51908850614028e-17
-90,-250,0,4.16387949483394e-17,1.15663319300943e-16,6.88573759901003e-20,1.22930050914331e-16
-90,-240,0,1.10944519533745e-16,2.95852052089987e-16,1.83467465259316e-19,3.15970183404606e-16
-90,-230,0,2.84015284937485e-16,7.25816839284683e-16,4.69673301931007e-19,7.79406817304249e-16
-90,-220,0,6.98563234179727e-16,1.70759901688378e-15,1.15520991465521e-18,1.84496241943299e-15
-90,-210,0,1.65081300395964e-15,3.85189700923916e-15,2.72994666328926e-18,4.19073998196459e-15
-90,-200,0,3.74816046387291e-15,8.32924547527313e-15,6.19834345546459e-18,9.13373283328122e-15
-90,-190,0,8.17648413619197e-15,1.72614665097386e-14,1.35215143401182e-17,1.91000864324635e-14
-90,-180,0,1.71373292776817e-14,3.42746585553635e-14,2.83402221151817e-17,3.83202436973805e-14
-90,-170,0,3.45102252440876e-14,6.518598101661e-14,5.70701990147351e-17,7.37575150374734e-14
-90,-160,0,6.67698722146013e-14,1.1870199504818e-13,1.10418983576467e-16,1.36192480175391e-13
-90,-150,0,1.24119890370228e-13,2.0686648395038e-13,2.05260944922409e-16,2.41245790635952e-13
-90,-140,0,2.21681931452431e-13,3.44838560037115e-13,3.66603935963418e-16,4.09947125394724e-13
-90,-130,0,3.80405925669612e-13,5.49475225967217e-13,6.29094869817105e-16,6.68305385281784e-13
-90,-120,0,6.27180147604358e-13,8.36240196805811e-13,1.03720209315567e-15,1.04530076059048e-12
-90,-110,0,9.93494294739924e-13,1.21427080468213e-12,1.64300485294957e-15,1.56891274462575e-12
-90,-100,0,1.51205118847651e-12,1.68005687608501e-12,2.50059022188394e-15,2.26028674207615e-12
-90,-90,0,2.21103520442008e-12,2.21103520442008e-12,3.65657454595063e-15,3.12687811097703e-12
-90,-80,0,3.10636787849636e-12,2.76121589199676e-12,5.13729559804935e-15,4.15618346449907e-12
-90,-70,0,4.19312895453746e-12,3.2613225201958e-12,6.93462371014819e-15,5.31211851327911e-12
-90,-60,0,5.43815669694502e-12,3.62543779796334e-12,8.9937221293969e-15,6.53585712622812e-12
-90,-50,0,6.77631332861296e-12,3.76461851589609e-12,1.12068678668102e-14,7.75183207323615e-12
-90,-40,0,8.11266677060653e-12,3.60562967582512e-12,1.34170567963569e-14,8.87784362936784e-12
-90,-30,0,9.33173420651004e-12,3.11057806883668e-12,1.54332888906286e-14,9.83652364454452e-12
-90,-20,0,1.03131143486691e-11,2.29180318859314e-12,1.70564220521827e-14,1.05647044608689e-11
-90,-10,0,1.09508096734369e-11,1.21675663038188e-12,1.81111322883097e-14,1.10182147925393e-11
-90,0,0,1.1172019402194e-11,0,1.84770014299354e-14,1.11720346814079e-11
-90,10,0,1.09508096734369e-11,-1.21675663038188e-12,1.81111322883097e-14,1.10182147925393e-11
-90,20,0,1.03131143486691e-11,-2.29180318859314e-12,1.70564220521827e-14,1.05647044608689e-11
-90,30,0,9.33173420651004e-12,-3.11057806883668e-12,1.54332888906286e-14,9.83652364454452e-12
-90,40,0,8.11266677060653e-12,-3.60562967582512e-12,1.34170567963569e-14,8.87784362936784e-12
-90,50,0,6.77631332861296e-12,-3.76461851589609e-12,1.12068678668102e-14,7.75183207323615e-12
-90,60,0,5.43815669694502e-12,-3.62543779796334e-12,8.9937221293969e-15,6.53585712622812e-12
-90,70,0,4.19312895453746e-12,-3.2613225201958e-12,6.93462371014819e-15,5.31211851327911e-12
-90,80,0,3.10636787849636e-12,-2.76121589199676e-12,5.13729559804935e-15,4.15618346449907e-12
-90,90,0,2.21103520442008e-12,-2.21103520442008e-12,3.65657454595063e-15,3.12687811097703e-12
-90,100,0,1.51205118847651e-12,-1.68005687608501e-12,2.50059022188394e-15,2.26028674207615e-12
-90,110,0,9.93494294739924e-13,-1.21427080468213e-12,1.64300485294957e-15,1.56891274462575e-12
-90,120,0,6.27180147604358e-13,-8.36240196805811e-13,1.03720209315567e-15,1.04530076059048e-12
-90,130,0,3.80405925669612e-13,-5.49475225967217e-13,6.29094869817105e-16,6.68305385281784e-13
-90,140,0,2.21681931452431e-13,-3.44838560037115e-13,3.66603935963418e-16,4.09947125394724e-13
-90,150,0,1.24119890370228e-13,-2.0686648395038e-13,2.05260944922409e-16,2.41245790635952e-13
-90,160,0,6.67698722146013e-14,-1.1870199504818e-13,1.10418983576467e-16,1.36192480175391e-13
-90,170,0,3.45102252440876e-14,-6.518598101661e-14,5.70701990147351e-17,7.37575150374734e-14
-90,180,0,1.71373292776817e-14,-3.42746585553635e-14,2.83402221151817e-17,3.83202436973805e-14
-90,190,0,8.17648413619197e-15,-1.72614665097386e-14,1.35215143401182e-17,1.91000864324635e-14
-90,200,0,3.74816046387291e-15,-8.32924547527313e-15,6.19834345546459e-18,9.13373283328122e-15
-90,210,0,1.65081300395964e-15,-3.85189700923916e-15,2.72994666328926e-18,4.19073998196459e-15
-90,220,0,6.98563234179727e-16,-1.70759901688378e-15,1.15520991465521e-18,1.84496241943299e-15
-90,230,0,2.84015284937485e-16,-7.25816839284683e-16,4.69673301931007e-19,7.79406817304249e-16
-90,240,0,1.10944519533745e-16,-2.95852052089987e-16,1.83467465259316e-19,3.15970183404606e-16
-90,250,0,4.16387949483394e-17,-1.15663319300943e-16,6.88573759901003e-20,1.22930050914331e-16
-80,-250,0,5.20002528514534e-17,1.62500790160792e-16,9.67410044897486e-20,1.70618118786718e-16
-80,-240,0,1.38552103101456e-16,4.15656309304369e-16,2.57762173262716e-19,4.38140296229078e-16
-80,-230,0,3.54689998245197e-16,1.01973374495494e-15,6.59866373899641e-19,1.07965843713585e-15
-80,-220,0,8.72394477164919e-16,2.39908481220353e-15,1.62300938618923e-18,2.55277940568568e-15
-80,-210,0,2.06160287148095e-15,5.41170753763751e-15,3.83543198695381e-18,5.79109657864205e-15
-80,-200,0,4.68085557794506e-15,1.17021389448626e-14,8.70834770323761e-18,1.26035923712952e-14
-80,-190,0,1.02111249610364e-14,2.42514217824614e-14,1.89970189929146e-17,2.6313473589161e-14
-80,-180,0,2.14017874546479e-14,4.81540217729578e-14,3.9816526776752e-17,5.26958053787986e-14
-80,-170,0,4.30977498078165e-14,9.15827183416102e-14,8.0180638598721e-17,1.01216682252831e-13
-80,-160,0,8.33848637168548e-14,1.6676972743371e-13,1.55132884928214e-16,1.86454288101948e-13
-80,-150,0,1.55005787348867e-13,2.90635851279126e-13,2.88380870005507e-16,3.29387424356047e-13
-80,-140,0,2.7684497718094e-13,4.84478710066645e-13,5.15059316522881e-16,5.57999128300623e-13
-80,-130,0,4.75065409506028e-13,7.71981290447296e-13,8.83845321585385e-16,9.06445275398551e-13
-80,-120,0,7.8324598614604e-13,1.17486897921906e-12,1.45721458170647e-15,1.41201753410482e-12
-80,-110,0,1.24071186415902e-12,1.70597881321865e-12,2.30833570943567e-15,2.1094394917678e-12
-80,-100,0,1.88830292747315e-12,2.36037865934143e-12,3.51319820722259e-15,3.02276160223392e-12
-80,-90,0,2.76121589199676e-12,3.10636787849636e-12,5.13729559804935e-15,4.15618346449907e-12
-80,-80,0,3.87933276420781e-12,3.87933276420781e-12,7.21763107249222e-15,5.48620975584334e-12
-80,-70,0,5.23650719893455e-12,4.58194379906773e-12,9.74278287303771e-15,6.95811120521415e-12
-80,-60,0,6.79132381263517e-12,5.09349285947637e-12,1.26357082358945e-14,8.48916416961793e-12
-80,-50,0,8.46243499918135e-12,5.28902187448834e-12,1.57450620072393e-14,9.97931893523617e-12
-80,-40,0,1.01312865956429e-11,5.06564329782147e-12,1.88502616184964e-14,1.13271384487072e-11
-80,-30,0,1.16536626637631e-11,4.37012349891116e-12,2.16829620413604e-14,1.24461360681685e-11
-80,-20,0,1.28792080369083e-11,3.21980200922708e-12,2.39633790658496e-14,1.32756054054089e-11
-80,-10,0,1.367555746026e-11,1.7094446825325e-12,2.54451916708391e-14,1.37820071262966e-11
-80,0,0,1.39518020005415e-11,0,2.59592186398277e-14,1.3951826150843e-11
-80,10,0,1.367555746026e-11,-1.7094446825325e-12,2.54451916708391e-14,1.37820071262966e-11
-80,20,0,1.28792080369083e-11,-3.21980200922708e-12,2.39633790658496e-14,1.32756054054089e-11
-80,30,0,1.16536626637631e-11,-4.37012349891116e-12,2.16829620413604e-14,1.24461360681685e-11
-80,40,0,1.01312865956429e-11,-5.06564329782147e-12,1.88502616184964e-14,1.13271384487072e-11
-80,50,0,8.46243499918135e-12,-5.28902187448834e-12,1.57450620072393e-14,9.97931893523617e-12
-80,60,0,6.79132381263517e-12,-5.09349285947637e-12,1.26357082358945e-14,8.48916416961793e-12
-80,70,0,5.23650719893455e-12,-4.58194379906773e-12,9.74278287303771e-15,6.95811120521415e-12
-80,80,0,3.87933276420781e-12,-3.87933276420781e-12,7.21763107249222e-15,5.48620975584334e-12
-80,90,0,2.76121589199676e-12,-3.10636787849636e-12,5.13729559804935e-15,4.15618346449907e-12
-80,100,0,1.88830292747315e-12,-2.36037865934143e-12,3.51319820722259e-15,3.02276160223392e-12
-80,110,0,1.24071186415902e-12,-1.70597881321865e-12,2.30833570943567e-15,2.1094394917678e-12
-80,120,0,7.8324598614604e-13,-1.17486897921906e-12,1.45721458170647e-15,1.41201753410482e-12
-80,130,0,4.75065409506028e-13,-7.71981290447296e-13,8.83845321585385e-16,9.06445275398551e-13
-80,140,0,2.7684497718094e-13,-4.84478710066645e-13,5.15059316522881e-16,5.57999128300623e-13
-80,150,0,1.55005787348867e-13,-2.90635851279126e-13,2.88380870005507e-16,3.29387424356047e-13
-80,160,0,8.33848637168548e-14,-1.6676972743371e-13,1.55132884928214e-16,1.86454288101948e-13
-80,170,0,4.30977498078165e-14,-9.15827183416102e-14,8.0180638598721e-17,1.01216682252831e-13
-80,180,0,2.14017874546479e-14,-4.81540217729578e-14,3.9816526776752e-17,5.26958053787986e-14
