Posicion_X_nm,Posicion_Y_nm,Fuerza_X_N,Fuerza_Y_N
-188.775510204082,-219.387755102041,6.2739184351855E-18,7.29131061386422E-18
-188.775510204082,-209.183673469388,1.50448641091169E-17,1.66713359046971E-17
-188.775510204082,-198.979591836735,3.46058565942793E-17,3.64764434372133E-17
-188.775510204082,-188.775510204082,7.6352431384947E-17,7.6352431384947E-17
-188.775510204082,-178.571428571429,1.61587615527264E-16,1.52853149823087E-16
-188.775510204082,-168.367346938775,3.28023687553669E-16,2.92561667277597E-16
-188.775510204082,-158.163265306122,6.38725528033891E-16,5.35148415379747E-16
-188.775510204082,-147.959183673469,1.19298580124246E-15,9.35042925298147E-16
-188.775510204082,-137.755102040816,2.1373134011879E-15,1.55966113059657E-15
-188.775510204082,-127.551020408163,3.67293359170421E-15,2.48171188628663E-15
-188.775510204082,-117.34693877551,6.05438280280487E-15,3.76353525579762E-15
-188.775510204082,-107.142857142857,9.5727917384969E-15,5.43320612184959E-15
-188.775510204082,-96.9387755102041,1.45184173932034E-14,7.45540352623958E-15
-188.775510204082,-86.734693877551,2.1120873641304E-14,9.7041851865451E-15
-188.775510204082,-76.530612244898,2.94724617058426E-14,1.19482952861524E-14
-188.775510204082,-66.3265306122449,3.94487166365261E-14,1.386035989932E-14
-188.775510204082,-56.1224489795918,5.06478809188552E-14,1.5057478111011E-14
-188.775510204082,-45.9183673469388,6.23737152096752E-14,1.51719847807318E-14
-188.775510204082,-35.7142857142857,7.36807231887288E-14,1.39395962789487E-14
-188.775510204082,-25.5102040816326,8.34868509265437E-14,1.12820068819654E-14
-188.775510204082,-15.3061224489796,9.0739046950054E-14,7.35722002297735E-15
-188.775510204082,-5.10204081632653,9.45980709198197E-14,2.55670461945459E-15
-188.775510204082,5.10204081632653,9.45980709198197E-14,-2.55670461945459E-15
-188.775510204082,15.3061224489796,9.0739046950054E-14,-7.35722002297735E-15
-188.775510204082,25.5102040816326,8.34868509265437E-14,-1.12820068819654E-14
-188.775510204082,35.7142857142857,7.36807231887288E-14,-1.39395962789487E-14
-188.775510204082,45.9183673469388,6.23737152096752E-14,-1.51719847807318E-14
-188.775510204082,56.1224489795918,5.06478809188552E-14,-1.5057478111011E-14
-188.775510204082,66.3265306122449,3.94487166365261E-14,-1.386035989932E-14
-188.775510204082,76.530612244898,2.94724617058426E-14,-1.19482952861524E-14
-188.775510204082,86.734693877551,2.1120873641304E-14,-9.7041851865451E-15
-188.775510204082,96.9387755102041,1.45184173932034E-14,-7.45540352623958E-15
-188.775510204082,107.142857142857,9.5727917384969E-15,-5.43320612184959E-15
-188.775510204082,117.34693877551,6.05438280280487E-15,-3.76353525579762E-15
-188.775510204082,127.551020408163,3.67293359170421E-15,-2.48171188628663E-15
-188.775510204082,137.755102040816,2.1373134011879E-15,-1.55966113059657E-15
-188.775510204082,147.959183673469,1.19298580124246E-15,-9.35042925298147E-16
-188.775510204082,158.163265306122,6.38725528033891E-16,-5.35148415379747E-16
-188.775510204082,168.367346938775,3.28023687553669E-16,-2.92561667277597E-16
-188.775510204082,178.571428571429,1.61587615527264E-16,-1.52853149823087E-16
-188.775510204082,188.775510204082,7.6352431384947E-17,-7.6352431384947E-17
-188.775510204082,198.979591836735,3.46058565942793E-17,-3.64764434372133E-17
-188.775510204082,209.183673469388,1.50448641091169E-17,-1.66713359046971E-17
-188.775510204082,219.387755102041,6.2739184351855E-18,-7.29131061386422E-18
-188.775510204082,229.591836734694,2.50958205653617E-18,-3.05219439308453E-18
-188.775510204082,239.795918367347,9.62888203192099E-19,-1.22312825810888E-18
-188.775510204082,250,3.54374337846976E-19,-4.69306555527077E-19
-178.571428571429,-250,7.09436920000639E-19,9.93211688000895E-19
-178.571428571429,-239.795918367347,1.92764646934664E-18,2.58855383026549E-18
-178.571428571429,-229.591836734694,5.02403807085993E-18,6.45947751967706E-18
-178.571428571429,-219.387755102041,1.2560021693555E-17,1.5430883794939E-17
-178.571428571429,-209.183673469388,3.0118947439194E-17,3.52821955716273E-17
-178.571428571429,-198.979591836735,6.92789225806298E-17,7.71965137327018E-17
-178.571428571429,-188.775510204082,1.52853149823087E-16,1.61587615527264E-16
-178.571428571429,-178.571428571429,3.23489056703674E-16,3.23489056703674E-16
-178.571428571429,-168.367346938775,6.56684442783364E-16,6.19159617481458E-16
-178.571428571429,-158.163265306122,1.27869154998106E-15,1.13255537284037E-15
-178.571428571429,-147.959183673469,2.38828854702574E-15,1.9788676532499E-15
-178.571428571429,-137.755102040816,4.27877776260707E-15,3.30077141686831E-15
-178.571428571429,-127.551020408163,7.35300053187491E-15,5.2521432370535E-15
-178.571428571429,-117.34693877551,1.2120524060046E-14,7.9649158108874E-15
-178.571428571429,-107.142857142857,1.91641751715001E-14,1.14985051029E-14
-178.571428571429,-96.9387755102041,2.90650315745831E-14,1.57781599976308E-14
-178.571428571429,-86.734693877551,4.2282766960171E-14,2.05373439520831E-14
-178.571428571429,-76.530612244898,5.90021630361793E-14,2.52866413012197E-14
-178.571428571429,-66.3265306122449,7.89740481737577E-14,2.933321789311E-14
