Posicion_X_nm,Posicion_Y_nm,Posicion_Z_nm,Fuerza_X_N,Fuerza_Y_N,Fuerza_Z_N,Fuerza_Magnitud_N,Intensidad_W_m2
-170,-170,0,1.01740971174748e-15,1.01740971174748e-15,8.90726436631246e-19,1.43883488855037e-15,60734563.1664404
-170,-160,0,1.96847287609122e-15,1.85268035396821e-15,1.72337068164174e-18,2.70320419648481e-15,117508767.247573
-170,-150,0,3.65924249702371e-15,3.2287433797268e-15,3.20362208659713e-18,4.88004607840422e-15,218440342.599136
-170,-140,0,6.53553508631338e-15,5.38220536519926e-15,5.72179216425845e-18,8.46648605954788e-15,390142846.708012
-170,-130,0,1.12150010353197e-14,8.57617726230328e-15,9.81863461785773e-18,1.41183271339863e-14,669487802.182922
-170,-120,0,1.84903741562974e-14,1.30520288162099e-14,1.61881917436875e-17,2.2632932967616e-14,1103798779.93277
-170,-110,0,2.92900627140699e-14,1.89523935208687e-14,2.56432934052684e-17,3.48869839846111e-14,1748498931.95952
-170,-100,0,4.45782621297767e-14,2.62225071351628e-14,3.90281067222557e-17,5.17188829941044e-14,2661148154.48183
-170,-90,0,6.518598101661e-14,3.45102252440876e-14,5.70701990147351e-17,7.37575150374734e-14,3891355936.49916
-170,-80,0,9.15827183416102e-14,4.30977498078165e-14,8.0180638598721e-17,1.01216682252831e-13,5467151147.00876
-170,-70,0,1.23623524031865e-13,5.09038040131209e-14,1.08232541209535e-16,1.33693622403413e-13,7379882128.13788
-170,-60,0,1.60330810687641e-13,5.65873449485792e-14,1.40370039050921e-16,1.70023869406132e-13,9571191168.02782
-170,-50,0,1.99784205972988e-13,5.87600605802905e-14,1.74911839332978e-16,2.08246258717433e-13,11926438598.4818
-170,-40,0,2.39184826015921e-13,5.62787825919814e-14,2.09407491064998e-16,2.45716760148345e-13,14278539370.3074
-170,-30,0,2.75127764661314e-13,4.85519584696436e-14,2.40875950256482e-16,2.79379021367018e-13,16424229723.6151
-170,-20,0,3.04062981520474e-13,3.57721154729969e-14,2.66209095087291e-16,3.06160108184942e-13,18151581042.3324
-170,-10,0,3.22865041396125e-13,1.89920612585956e-14,2.82670546186448e-16,3.2342327258441e-13,19274012128.328
-170,0,0,3.29387298116343e-13,0,2.88380870005507e-16,3.29387424356047e-13,19663373001.0121
-170,10,0,3.22865041396125e-13,-1.89920612585956e-14,2.82670546186448e-16,3.2342327258441e-13,19274012128.328
-170,20,0,3.04062981520474e-13,-3.57721154729969e-14,2.66209095087291e-16,3.06160108184942e-13,18151581042.3324
-170,30,0,2.75127764661314e-13,-4.85519584696436e-14,2.40875950256482e-16,2.79379021367018e-13,16424229723.6151
-170,40,0,2.39184826015921e-13,-5.62787825919814e-14,2.09407491064998e-16,2.45716760148345e-13,14278539370.3074
-170,50,0,1.99784205972988e-13,-5.87600605802905e-14,1.74911839332978e-16,2.08246258717433e-13,11926438598.4818
-170,60,0,1.60330810687641e-13,-5.65873449485792e-14,1.40370039050921e-16,1.70023869406132e-13,9571191168.02782
-170,70,0,1.23623524031865e-13,-5.09038040131209e-14,1.08232541209535e-16,1.33693622403413e-13,7379882128.13788
-170,80,0,9.15827183416102e-14,-4.30977498078165e-14,8.0180638598721e-17,1.01216682252831e-13,5467151147.00876
-170,90,0,6.518598101661e-14,-3.45102252440876e-14,5.70701990147351e-17,7.37575150374734e-14,3891355936.49916
-170,100,0,4.45782621297767e-14,-2.62225071351628e-14,3.90281067222557e-17,5.17188829941044e-14,2661148154.48183
-170,110,0,2.92900627140699e-14,-1.89523935208687e-14,2.56432934052684e-17,3.48869839846111e-14,1748498931.95952
-170,120,0,1.84903741562974e-14,-1.30520288162099e-14,1.61881917436875e-17,2.2632932967616e-14,1103798779.93277
-170,130,0,1.12150010353197e-14,-8.57617726230328e-15,9.81863461785773e-18,1.41183271339863e-14,669487802.182922
-170,140,0,6.53553508631338e-15,-5.38220536519926e-15,5.72179216425845e-18,8.46648605954788e-15,390142846.708012
-170,150,0,3.65924249702371e-15,-3.2287433797268e-15,3.20362208659713e-18,4.88004607840422e-15,218440342.599136
-170,160,0,1.96847287609122e-15,-1.85268035396821e-15,1.72337068164174e-18,2.70320419648481e-15,117508767.247573
-170,170,0,1.01740971174748e-15,-1.01740971174748e-15,8.90726436631246e-19,1.43883488855037e-15,60734563.1664404
-170,180,0,5.05231616807426e-16,-5.34951123678451e-16,4.42321658130073e-19,7.35820553528598e-16,30159891.5006798
-170,190,0,2.41053453400323e-16,-2.69412683212126e-16,2.11037818230483e-19,3.6151072710051e-16,14389703.9255985
-170,200,0,1.10500537309339e-16,-1.30000632128635e-16,9.67410044897493e-20,1.7061811878672e-16,6596326.78040738
-170,210,0,4.86680130832503e-17,-6.01193102793092e-17,4.26078006660739e-20,7.73492649050782e-17,2905231.11756262
-170,220,0,2.05944897631919e-17,-2.66516926347189e-17,1.80300056528761e-20,3.3681538771007e-17,1229383.64932489
-170,230,0,8.373107198717e-18,-1.13283215041465e-17,7.33045326343032e-21,1.40868678562007e-17,499830.091998002
-170,240,0,3.27077342885001e-18,-4.61756248778825e-18,2.86347909049951e-21,5.65860851720747e-18,195247.546884838
-170,250,0,1.22755925773846e-18,-1.80523420255656e-18,1.07469548399728e-21,2.18306514156353e-18,73278.5713696542
-160,-250,0,2.2353600679772e-18,3.49275010621437e-18,2.07931258424925e-21,4.14682315290975e-18,141778.818161587
-160,-240,0,5.95601041753008e-18,8.93401562629512e-18,5.54023739400668e-21,1.07373519081216e-17,377763.457022749
-160,-230,0,1.52472527868911e-17,2.1917925881156e-17,1.41829047817493e-20,2.66997077443555e-17,967067.430499285
-160,-220,0,3.75021307138158e-17,5.15654297314967e-17,3.48843167263488e-20,6.37605251576993e-17,2378602.06074883
-160,-210,0,8.86234139050627e-17,1.16318230750395e-16,8.24372461143209e-20,1.4623285230409e-16,5621018.89591763
-160,-200,0,2.01219097759336e-16,2.5152387219917e-16,1.87173753908862e-19,3.2210777485674e-16,12762522.4899254
-160,-190,0,4.38953087258341e-16,5.2125679111928e-16,4.08314352980767e-19,6.8146065317244e-16,27841088.8495287
-160,-180,0,9.20015633659331e-16,1.03501758786675e-15,8.55800553489141e-19,1.38480717277376e-15,58353126.8818496
-160,-170,0,1.85268035396821e-15,1.96847287609122e-15,1.72337068164174e-18,2.70320419648481e-15,117508767.247573
-160,-160,0,3.58454449734968e-15,3.58454449734968e-15,3.33436438417085e-18,5.06931253967889e-15,227355062.095447
-160,-150,0,6.66339638021849e-15,6.24693410645483e-15,6.19834345546458e-18,9.1337328332812e-15,422636700.384649
-160,-140,0,1.19010565085638e-14,1.04134244449934e-14,1.10704796184417e-17,1.58137496264211e-14,754845389.131958
-160,-130,0,2.04222499220728e-14,1.65930780616841e-14,1.89970189929146e-17,2.6313473589161e-14,1295319867.63844
-160,-120,0,3.36705230292268e-14,2.52528922719201e-14,3.13207892935008e-17,4.20881654405456e-14,2135621418.13515
-160,-110,0,5.33364803090624e-14,3.66688302124804e-14,4.96144475093131e-17,6.47254640964753e-14,3382982330.26388
-160,-100,0,8.11758916446903e-14,5.07349322779314e-14,7.55112817124141e-17,9.57265085517614e-14,5148769049.99746
-160,-90,0,1.1870199504818e-13,6.67698722146013e-14,1.10418983576467e-16,1.36192480175391e-13,7528965636.36567
-160,-80,0,1.6676972743371e-13,8.33848637168548e-14,1.55132884928214e-16,1.86454288101948e-13,10577802130.2464
-160,-70,0,2.25115130367925e-13,9.84878695359674e-14,2.09407491064998e-16,2.45716760148345e-13,14278539370.3074
-160,-60,0,2.91958037697052e-13,1.09484264136394e-13,2.71586875535362e-16,3.11811439220616e-13,18518267302.9916
-160,-50,0,3.6380150282631e-13,1.13687969633222e-13,3.3841808593752e-16,3.81151679026614e-13,23075181977.0532
-160,-40,0,4.35548841330685e-13,1.08887210332671e-13,4.05160008478823e-16,4.48953652299618e-13,27626008520.1219
-160,-30,0,5.00999827044679e-13,9.39374675708774e-14,4.66044942097943e-16,5.09730606997771e-13,31777473767.7014
-160,-20,0,5.5368995436188e-13,6.9211244295235e-14,5.15059316522881e-16,5.57999128300623e-13,35119539857.9744
-160,-10,0,5.87927913172942e-13,3.67454945733089e-14,5.46908805922659e-16,5.89075344560074e-13,37291210919.0529
-160,0,0,5.99804736200402e-13,0,5.57957096674727e-16,5.99804995714904e-13,38044543350.838
-160,10,0,5.87927913172942e-13,-3.67454945733089e-14,5.46908805922659e-16,5.89075344560074e-13,37291210919.0529
-160,20,0,5.5368995436188e-13,-6.9211244295235e-14,5.15059316522881e-16,5.57999128300623e-13,35119539857.9744
-160,30,0,5.00999827044679e-13,-9.39374675708774e-14,4.66044942097943e-16,5.09730606997771e-13,31777473767.7014
-160,40,0,4.35548841330685e-13,-1.08887210332671e-13,4.05160008478823e-16,4.48953652299618e-13,27626008520.1219
-160,50,0,3.6380150282631e-13,-1.13687969633222e-13,3.3841808593752e-16,3.81151679026614e-13,23075181977.0532
-160,60,0,2.91958037697052e-13,-1.09484264136394e-13,2.71586875535362e-16,3.11811439220616e-13,18518267302.9916
-160,70,0,2.25115130367925e-13,-9.84878695359674e-14,2.09407491064998e-16,2.45716760148345e-13,14278539370.3074
-160,80,0,1.6676972743371e-13,-8.33848637168548e-14,1.55132884928214e-16,1.86454288101948e-13,10577802130.2464
-160,90,0,1.1870199504818e-13,-6.67698722146013e-14,1.10418983576467e-16,1.36192480175391e-13,7528965636.36567
-160,100,0,8.11758916446903e-14,-5.07349322779314e-14,7.55112817124141e-17,9.57265085517614e-14,5148769049.99746
-160,110,0,5.33364803090624e-14,-3.66688302124804e-14,4.96144475093131e-17,6.47254640964753e-14,3382982330.26388
-160,120,0,3.36705230292268e-14,-2.52528922719201e-14,3.13207892935008e-17,4.20881654405456e-14,2135621418.13515
-160,130,0,2.04222499220728e-14,-1.65930780616841e-14,1.89970189929146e-17,2.6313473589161e-14,1295319867.63844
-160,140,0,1.19010565085638e-14,-1.04134244449934e-14,1.10704796184417e-17,1.58137496264211e-14,754845389.131958
-160,150,0,6.66339638021849e-15,-6.24693410645483e-15,6.19834345546458e-18,9.1337328332812e-15,422636700.384649
-160,160,0,3.58454449734968e-15,-3.58454449734968e-15,3.33436438417085e-18,5.06931253967889e-15,227355062.095447
-160,170,0,1.85268035396821e-15,-1.96847287609122e-15,1.72337068164174e-18,2.70320419648481e-15,117508767.247573
-160,180,0,9.20015633659331e-16,-1.03501758786675e-15,8.55800553489141e-19,1.38480717277376e-15,58353126.8818496
-160,190,0,4.38953087258341e-16,-5.2125679111928e-16,4.08314352980767e-19,6.8146065317244e-16,27841088.8495287
-160,200,0,2.01219097759336e-16,-2.5152387219917e-16,1.87173753908862e-19,3.2210777485674e-16,12762522.4899254
-160,210,0,8.86234139050627e-17,-1.16318230750395e-16,8.24372461143209e-20,1.4623285230409e-16,5621018.89591763
-160,220,0,3.75021307138158e-17,-5.15654297314967e-17,3.48843167263488e-20,6.37605251576993e-17,2378602.06074883
-160,230,0,1.52472527868911e-17,-2.1917925881156e-17,1.41829047817493e-20,2.66997077443555e-17,967067.430499285
-160,240,0,5.95601041753008e-18,-8.93401562629512e-18,5.54023739400668e-21,1.07373519081216e-17,377763.457022749
-160,250,0,2.2353600679772e-18,-3.49275010621437e-18,2.07931258424925e-21,4.14682315290975e-18,141778.818161587
-150,-250,0,3.8956591392153e-18,6.49276523202551e-18,3.86529247061651e-21,7.57180133308032e-18,263556.620819834
-150,-240,0,1.03797973433017e-17,1.66076757492828e-17,1.02989026501848e-20,1.95845651661896e-17,702235.083443047
-150,-230,0,2.65720454320117e-17,4.07438029957513e-17,2.63649994135855e-20,4.86429005725469e-17,1797708.76490834
-150,-220,0,6.53565749258686e-17,9.58563098912739e-17,6.48474345831611e-20,1.16016887724169e-16,4421650.07111281
-150,-210,0,1.54447814610408e-16,2.16226940454571e-16,1.53244908494295e-19,2.65722111801554e-16,10449069.6493555
-150,-200,0,3.50673085176591e-16,4.67564113568788e-16,3.47942539838419e-19,5.84455245530953e-16,23724610.9411891
-150,-190,0,7.64982118513929e-16,9.68977350117643e-16,7.59027000643513e-19,1.23455065623451e-15,51754580.7778712
-150,-180,0,1.60334992247681e-15,1.92401990697217e-15,1.59087164710715e-18,2.50451314774033e-15,108474263.889989
-150,-170,0,3.2287433797268e-15,3.65924249702371e-15,3.20362208659713e-18,4.88004607840422e-15,218440342.599136
-150,-160,0,6.24693410645483e-15,6.66339638021849e-15,6.19834345546458e-18,9.1337328332812e-15,422636700.384649
-150,-150,0,1.16125742939484e-14,1.16125742939484e-14,1.15222744623509e-17,1.64226641026281e-14,785651213.857959
-150,-140,0,2.07404546847924e-14,1.93577577058062e-14,2.05792249993986e-17,2.83705774955873e-14,1403203261.11506
-150,-130,0,3.55906755718472e-14,3.08452521622675e-14,3.53140913174001e-17,4.70969958245682e-14,2407906425.11266
-150,-120,0,5.86789572497169e-14,4.69431657997735e-14,5.82230935104257e-17,7.5145753234283e-14,3969966540.93746
-150,-110,0,9.29515741264084e-14,6.81644876926995e-14,9.22296877557424e-17,1.15266651817864e-13,6288720718.79594
-150,-100,0,1.41468362371448e-13,9.43122415809653e-14,1.40370039050921e-16,1.70023869406132e-13,9571191168.02781
-150,-90,0,2.0686648395038e-13,1.24119890370228e-13,2.05260944922409e-16,2.41245790635952e-13,13995805347.5337
-150,-80,0,2.90635851279126e-13,1.55005787348867e-13,2.88380870005507e-16,3.29387424356047e-13,19663373001.0121
-150,-70,0,3.92316436000055e-13,1.83081003466692e-13,3.89273457313325e-16,4.32933010199015e-13,26542777232.0656
-150,-60,0,5.0880586382869e-13,2.03522345531476e-13,5.04860458730015e-16,5.48000918868916e-13,34424126375.9303
-150,-50,0,6.3400987611602e-13,2.11336625372007e-13,6.29094869817105e-16,6.68305385281784e-13,42895102847.8435
-150,-40,0,7.59046310151549e-13,2.02412349373746e-13,7.53163301195858e-16,7.85571529135723e-13,51354761922.3317
-150,-30,0,8.73109839852302e-13,1.74621967970461e-13,8.66344011626381e-16,8.90401243651836e-13,59072037085.8071
-150,-20,0,9.64934583863138e-13,1.28657944515085e-13,9.57458206698444e-16,9.7347446527795e-13,65284697458.7186
-150,-10,0,1.0246021395186e-12,6.830680930124e-14,1.01666411566218e-15,1.02687701216306e-12,69321677691.8235
-150,0,0,1.04530024600726e-12,0,1.03720209315567e-15,1.04530076059048e-12,70722068474.1009
-150,10,0,1.0246021395186e-12,-6.830680930124e-14,1.01666411566218e-15,1.02687701216306e-12,69321677691.8235
-150,20,0,9.64934583863138e-13,-1.28657944515085e-13,9.57458206698444e-16,9.7347446527795e-13,65284697458.7186
-150,30,0,8.73109839852302e-13,-1.74621967970461e-13,8.66344011626381e-16,8.90401243651836e-13,59072037085.8071
-150,40,0,7.59046310151549e-13,-2.02412349373746e-13,7.53163301195858e-16,7.85571529135723e-13,51354761922.3317
-150,50,0,6.3400987611602e-13,-2.11336625372007e-13,6.29094869817105e-16,6.68305385281784e-13,42895102847.8435
-150,60,0,5.0880586382869e-13,-2.03522345531476e-13,5.04860458730015e-16,5.48000918868916e-13,34424126375.9303
-150,70,0,3.92316436000055e-13,-1.83081003466692e-13,3.89273457313325e-16,4.32933010199015e-13,26542777232.0656
-150,80,0,2.90635851279126e-13,-1.55005787348867e-13,2.88380870005507e-16,3.29387424356047e-13,19663373001.0121
-150,90,0,2.0686648395038e-13,-1.24119890370228e-13,2.05260944922409e-16,2.41245790635952e-13,13995805347.5337
-150,100,0,1.41468362371448e-13,-9.43122415809653e-14,1.40370039050921e-16,1.70023869406132e-13,9571191168.02781
-150,110,0,9.29515741264084e-14,-6.81644876926995e-14,9.22296877557424e-17,1.15266651817864e-13,6288720718.79594
-150,120,0,5.86789572497169e-14,-4.69431657997735e-14,5.82230935104257e-17,7.5145753234283e-14,3969966540.93746
-150,130,0,3.55906755718472e-14,-3.08452521622675e-14,3.53140913174001e-17,4.70969958245682e-14,2407906425.11266
-150,140,0,2.07404546847924e-14,-1.93577577058062e-14,2.05792249993986e-17,2.83705774955873e-14,1403203261.11506
-150,150,0,1.16125742939484e-14,-1.16125742939484e-14,1.15222744623509e-17,1.64226641026281e-14,785651213.857959
-150,160,0,6.24693410645483e-15,-6.66339638021849e-15,6.19834345546458e-18,9.1337328332812e-15,422636700.384649
-150,170,0,3.2287433797268e-15,-3.65924249702371e-15,3.20362208659713e-18,4.88004607840422e-15,218440342.599136
-150,180,0,1.60334992247681e-15,-1.92401990697217e-15,1.59087164710715e-18,2.50451314774033e-15,108474263.889989
-150,190,0,7.64982118513929e-16,-9.68977350117643e-16,7.59027000643513e-19,1.23455065623451e-15,51754580.7778712
-150,200,0,3.50673085176591e-16,-4.67564113568788e-16,3.47942539838419e-19,5.84455245530953e-16,23724610.9411891
-150,210,0,1.54447814610408e-16,-2.16226940454571e-16,1.53244908494295e-19,2.65722111801554e-16,10449069.6493555
-150,220,0,6.53565749258686e-17,-9.58563098912739e-17,6.48474345831611e-20,1.16016887724169e-16,4421650.07111281
-150,230,0,2.65720454320117e-17,-4.07438029957513e-17,2.63649994135855e-20,4.86429005725469e-17,1797708.76490834
-150,240,0,1.03797973433017e-17,-1.66076757492828e-17,1.02989026501848e-20,1.95845651661896e-17,702235.083443047
-150,250,0,3.8956591392153e-18,-6.49276523202551e-18,3.86529247061651e-21,7.57180133308032e-18,263556.620819834
-140,-250,0,6.49393800262824e-18,1.15963178618361e-17,6.9035608985969e-21,1.32908188759712e-17,470722.253461959
-140,-240,0,1.73027855620697e-17,2.96619181064053e-17,1.8394235927753e-20,3.43397162525548e-17,1254218.84644816
-140,-230,0,4.42947338243828e-17,7.27699198543431e-17,4.70889021792977e-20,8.51908850614028e-17,3210776.94141784
-140,-220,0,1.08947269055678e-16,1.71202851373208e-16,1.15820010300927e-19,2.02928404042613e-16,7897236.95432602
-140,-210,0,2.5745941605409e-16,3.86189124081135e-16,2.7370129588728e-19,4.64141643666959e-16,18662439.959312
-140,-200,0,5.84560396368624e-16,8.35086280526606e-16,6.21438747843587e-19,1.01935290214553e-15,42373066.8955153
-140,-190,0,1.27519961657773e-15,1.73062805106978e-15,1.3556513931251e-18,2.14969982812957e-15,92435670.2365569
-140,-180,0,2.6727302710285e-15,3.43636749132235e-15,2.84135790012188e-18,4.35340288859231e-15,193739204.0547
-140,-170,0,5.38220536519926e-15,6.53553508631338e-15,5.72179216425845e-18,8.46648605954788e-15,390142846.708012
-140,-160,0,1.04134244449934e-14,1.19010565085638e-14,1.10704796184417e-17,1.58137496264211e-14,754845389.131958
-140,-150,0,1.93577577058062e-14,2.07404546847924e-14,2.05792249993986e-17,2.83705774955873e-14,1403203261.11506
-140,-140,0,3.4573608084749e-14,3.4573608084749e-14,3.67552867239629e-17,4.88944792685917e-14,2506174950.50426
-140,-130,0,5.93283867118478e-14,5.50906448038587e-14,6.30723242398707e-17,8.0961970040591e-14,4300613412.89964
-140,-120,0,9.78156979417201e-14,8.38420268071887e-14,1.03988682566742e-16,1.28830924224773e-13,7090512810.90397
-140,-110,0,1.54946856656999e-13,1.21743958801928e-13,1.64725766787789e-16,1.97053665348372e-13,11231896884.0207
-140,-100,0,2.35822471681271e-13,1.68444622629479e-13,2.50706284270773e-16,2.89803195110565e-13,17094515254.1492
-140,-90,0,3.44838560037115e-13,2.21681931452431e-13,3.66603935963418e-16,4.09947125394724e-13,24997046219.9873
-140,-80,0,4.84478710066645e-13,2.7684497718094e-13,5.15059316522881e-16,5.57999128300623e-13,35119539857.9744
-140,-70,0,6.5397603340122e-13,3.2698801670061e-13,6.9525735483243e-16,7.31167763725796e-13,47406420195.2993
-140,-60,0,8.48158964868346e-13,3.63496699229291e-13,9.01700181457783e-16,9.22769902576125e-13,61482812652.3997
-140,-50,0,1.05686861100386e-12,3.77453075358521e-13,1.12358761408091e-15,1.12224923589725e-12,76612302177.2151
-140,-40,0,1.26529879059506e-12,3.61513940170016e-13,1.34517860056623e-15,1.3159312930104e-12,91721578395.2936
-140,-30,0,1.45543752774151e-12,3.11879470230324e-13,1.54732369901472e-15,1.48847895360334e-12,105504928417.933
-140,-20,0,1.60850515151578e-12,2.29786450216541e-13,1.71005715300028e-15,1.62483647160304e-12,116600978601.15
-140,-10,0,1.70796819166338e-12,1.21997727975956e-13,1.81580118173699e-15,1.71232067280026e-12,123811180441.654
-140,0,0,1.74247096708657e-12,0,1.85248279883024e-15,1.74247195180644e-12,126312332196.869
-140,10,0,1.70796819166338e-12,-1.21997727975956e-13,1.81580118173699e-15,1.71232067280026e-12,123811180441.654
-140,20,0,1.60850515151578e-12,-2.29786450216541e-13,1.71005715300028e-15,1.62483647160304e-12,116600978601.15
-140,30,0,1.45543752774151e-12,-3.11879470230324e-13,1.54732369901472e-15,1.48847895360334e-12,105504928417.933
-140,40,0,1.26529879059506e-12,-3.61513940170016e-13,1.34517860056623e-15,1.3159312930104e-12,91721578395.2936
-140,50,0,1.05686861100386e-12,-3.77453075358521e-13,1.12358761408091e-15,1.12224923589725e-12,76612302177.2151
-140,60,0,8.48158964868346e-13,-3.63496699229291e-13,9.01700181457783e-16,9.22769902576125e-13,61482812652.3997
-140,70,0,6.5397603340122e-13,-3.2698801670061e-13,6.9525735483243e-16,7.31167763725796e-13,47406420195.2993
-140,80,0,4.84478710066645e-13,-2.7684497718094e-13,5.15059316522881e-16,5.57999128300623e-13,35119539857.9744
-140,90,0,3.44838560037115e-13,-2.21681931452431e-13,3.66603935963418e-16,4.09947125394724e-13,24997046219.9873
-140,100,0,2.35822471681271e-13,-1.68444622629479e-13,2.50706284270773e-16,2.89803195110565e-13,17094515254.1492
-140,110,0,1.54946856656999e-13,-1.21743958801928e-13,1.64725766787789e-16,1.97053665348372e-13,11231896884.0207
-140,120,0,9.78156979417201e-14,-8.38420268071887e-14,1.03988682566742e-16,1.28830924224773e-13,7090512810.90397
-140,130,0,5.93283867118478e-14,-5.50906448038587e-14,6.30723242398707e-17,8.0961970040591e-14,4300613412.89964
-140,140,0,3.4573608084749e-14,-3.4573608084749e-14,3.67552867239629e-17,4.88944792685917e-14,2506174950.50426
-140,150,0,1.93577577058062e-14,-2.07404546847924e-14,2.05792249993986e-17,2.83705774955873e-14,1403203261.11506
-140,160,0,1.04134244449934e-14,-1.19010565085638e-14,1.10704796184417e-17,1.58137496264211e-14,754845389.131958
-140,170,0,5.38220536519926e-15,-6.53553508631338e-15,5.72179216425845e-18,8.46648605954788e-15,390142846.708012
-140,180,0,2.6727302710285e-15,-3.43636749132235e-15,2.84135790012188e-18,4.35340288859231e-15,193739204.0547
-140,190,0,1.27519961657773e-15,-1.73062805106978e-15,1.3556513931251e-18,2.14969982812957e-15,92435670.2365569
-140,200,0,5.84560396368624e-16,-8.35086280526606e-16,6.21438747843587e-19,1.01935290214553e-15,42373066.8955153
-140,210,0,2.5745941605409e-16,-3.86189124081135e-16,2.7370129588728e-19,4.64141643666959e-16,18662439.959312
-140,220,0,1.08947269055678e-16,-1.71202851373208e-16,1.15820010300927e-19,2.02928404042613e-16,7897236.95432602
-140,230,0,4.42947338243828e-17,-7.27699198543431e-17,4.70889021792977e-20,8.51908850614028e-17,3210776.94141784
-140,240,0,1.73027855620697e-17,-2.96619181064053e-17,1.8394235927753e-20,3.43397162525548e-17,1254218.84644816
-140,250,0,6.49393800262824e-18,-1.15963178618361e-17,6.9035608985969e-21,1.32908188759712e-17,470722.253461959
-130,-250,0,1.03476586718646e-17,1.98993435997396e-17,1.18465578754839e-20,2.24289557498971e-17,807762.617122515
-130,-240,0,2.75708366102332e-17,5.09000060496613e-17,3.1564635076626e-20,5.78874998904765e-17,2152248.14718352
-130,-230,0,7.05807019473468e-17,1.24873549599152e-16,8.08048792723237e-20,1.43440041154137e-16,5509715.26441093
-130,-220,0,1.73600182743367e-16,2.93784924642622e-16,1.98747932454491e-19,3.41242794644139e-16,13551712.8059083
-130,-210,0,4.10244300465256e-16,6.62702331520798e-16,4.69673301931007e-19,7.79406817304249e-16,32024875.0352614
-130,-200,0,9.31457630464962e-16,1.43301173917686e-15,1.06639315572626e-18,1.70913343515492e-15,72712473.5644615
-130,-190,0,2.03194440555068e-15,2.96976490042023e-15,2.32630709333145e-18,3.59837561167833e-15,158620244.436473
-130,-180,0,4.25881429818918e-15,5.89681979749271e-15,4.87578965452925e-18,7.27392649975839e-15,332457803.631889
-130,-170,0,8.57617726230328e-15,1.12150010353197e-14,9.81863461785773e-18,1.41183271339863e-14,669487802.182922
-130,-160,0,1.65930780616841e-14,2.04222499220728e-14,1.89970189929146e-17,2.6313473589161e-14,1295319867.63844
-130,-150,0,3.08452521622675e-14,3.55906755718472e-14,3.53140913174001e-17,4.70969958245682e-14,2407906425.11266
-130,-140,0,5.50906448038587e-14,5.93283867118478e-14,6.30723242398707e-17,8.0961970040591e-14,4300613412.89964
-130,-130,0,9.45356360243674e-14,9.45356360243674e-14,1.08232541209535e-16,1.33693622403413e-13,7379882128.13788
-130,-120,0,1.55862419718586e-13,1.43873002817156e-13,1.78445292874047e-16,2.12114513088757e-13,12167368639.9178
-130,-110,0,2.46896796361743e-13,2.08912673844552e-13,2.82670546186448e-16,3.2342327258441e-13,19274012128.328
-130,-100,0,3.75766174421847e-13,2.89050903401421e-13,4.30213704201435e-16,4.74078925581637e-13,29334305481.8384
-130,-90,0,5.49475225967217e-13,3.80405925669612e-13,6.29094869817105e-16,6.68305385281784e-13,42895102847.8436
-130,-80,0,7.71981290447296e-13,4.75065409506028e-13,8.83845321585385e-16,9.06445275398551e-13,60265371393.0503
-130,-70,0,1.04206230663778e-12,5.6111047280496e-13,1.1930663918768e-15,1.18352872251335e-12,81349742366.7426
-130,-60,0,1.35147770433141e-12,6.23758940460649e-13,1.54732369901473e-15,1.48847895360334e-12,105504928417.933
-130,-50,0,1.68404002459804e-12,6.47707701768477e-13,1.92808405602857e-15,1.80430590224787e-12,131467236263.869
-130,-40,0,2.0161567792584e-12,6.20355932079508e-13,2.30833570943567e-15,2.1094394917678e-12,157394857936.737
-130,-30,0,2.31912737562773e-12,5.35183240529477e-13,2.65521808553031e-15,2.38007981704662e-12,181047181159.48
-130,-20,0,2.56302802832076e-12,3.94312004357039e-13,2.93446980927657e-15,2.59318399691401e-12,200088079417.029
-130,-10,0,2.7215141247975e-12,2.09347240369038e-13,3.11592728822383e-15,2.72955584436833e-12,212460835253.07
-130,0,0,2.77649142067844e-12,0,3.17887319487188e-15,2.77649324046283e-12,216752828828.385
-130,10,0,2.7215141247975e-12,-2.09347240369038e-13,3.11592728822383e-15,2.72955584436833e-12,212460835253.07
-130,20,0,2.56302802832076e-12,-3.94312004357039e-13,2.93446980927657e-15,2.59318399691401e-12,200088079417.029
-130,30,0,2.31912737562773e-12,-5.35183240529477e-13,2.65521808553031e-15,2.38007981704662e-12,181047181159.48
-130,40,0,2.0161567792584e-12,-6.20355932079508e-13,2.30833570943567e-15,2.1094394917678e-12,157394857936.737
-130,50,0,1.68404002459804e-12,-6.47707701768477e-13,1.92808405602857e-15,1.80430590224787e-12,131467236263.869
-130,60,0,1.35147770433141e-12,-6.23758940460649e-13,1.54732369901473e-15,1.48847895360334e-12,105504928417.933
-130,70,0,1.04206230663778e-12,-5.6111047280496e-13,1.1930663918768e-15,1.18352872251335e-12,81349742366.7426
-130,80,0,7.71981290447296e-13,-4.75065409506028e-13,8.83845321585385e-16,9.06445275398551e-13,60265371393.0503
-130,90,0,5.49475225967217e-13,-3.80405925669612e-13,6.29094869817105e-16,6.68305385281784e-13,42895102847.8436
-130,100,0,3.75766174421847e-13,-2.89050903401421e-13,4.30213704201435e-16,4.74078925581637e-13,29334305481.8384
-130,110,0,2.46896796361743e-13,-2.08912673844552e-13,2.82670546186448e-16,3.2342327258441e-13,19274012128.328
-130,120,0,1.55862419718586e-13,-1.43873002817156e-13,1.78445292874047e-16,2.12114513088757e-13,12167368639.9178
